Conference,Year,Title,Author,Affiliation
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Wei-Cheng Lee,National Taiwan University
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Kai Zhong,University of Texas at Austin
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Sung-En Chang,Northeastern University
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Pradeep Ravikumar,Carnegie Mellon University
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Shou-De Lin,National Taiwan University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Shengjia Zhao,Stanford University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Hongyu Ren,Stanford University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Arianna Yuan,Stanford University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Jiaming Song,Stanford University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Noah Goodman,Stanford University
NIPS,2018,Bias and Generalization in Deep Generative Models: An Empirical Study,Stefano Ermon,Stanford
NIPS,2018,Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,Matthew D. Hoffman,Google
NIPS,2018,Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,Matthew Johnson,Google Brain
NIPS,2018,Autoconj: Recognizing and Exploiting Conjugacy Without a Domain-Specific Language,Dustin Tran,Google Brain
NIPS,2018,Sketching Method for Large Scale Combinatorial Inference,Will Wei Sun,University of Miami Business School
NIPS,2018,Sketching Method for Large Scale Combinatorial Inference,Junwei Lu,
NIPS,2018,Sketching Method for Large Scale Combinatorial Inference,Han Liu,Tencent AI Lab
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Zhiting Hu,Carnegie Mellon University
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Zichao Yang,
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Russ Salakhutdinov,Carnegie Mellon University
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,LIANHUI Qin,
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Xiaodan Liang,Sun Yat-sen University
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Haoye Dong,Sun Yat-sen University
NIPS,2018,Deep Generative Models with Learnable Knowledge Constraints,Eric Xing,Petuum Inc. /  Carnegie Mellon University
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Noam Shazeer,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Youlong Cheng,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Niki Parmar,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Dustin Tran,Google Brain
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Ashish Vaswani,Google Brain
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Penporn Koanantakool,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Peter Hawkins,google.com
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,HyoukJoong Lee,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Mingsheng Hong,google.com
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Cliff Young,google.com
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Ryan Sepassi,Google
NIPS,2018,Deep Learning for Supercomputers: Distributed Tensor Layouts Define Distributed Computation,Blake Hechtman,Google
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Donghoon Lee,Seoul National University
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Ming-Yu Liu,NVIDIA
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Ming-Hsuan Yang,UC Merced / Google
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Sifei Liu,NVIDIA
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Jinwei Gu,NVIDIA Research
NIPS,2018,Context-aware Synthesis and Placement of Object Instances,Jan Kautz,NVIDIA
NIPS,2018,Adversarial Risk and Robustness for Discrete Distributions,Dimitrios Diochnos,University of Virginia
NIPS,2018,Adversarial Risk and Robustness for Discrete Distributions,Saeed Mahloujifar,University of Virginia
NIPS,2018,Adversarial Risk and Robustness for Discrete Distributions,Mohammad Mahmoody,University of Virginia
NIPS,2018,PCA of high dimensional stochastic processes,Joseph Antognini,Google
NIPS,2018,PCA of high dimensional stochastic processes,Jascha Sohl-Dickstein,Google Brain
NIPS,2018,Total stochastic gradient algorithms and applications in reinforcement learning,Paavo Parmas,Okinawa Institute of Science and Technology Graduate University
NIPS,2018,A Retrieve-and-Edit Framework for Predicting Structured Outputs,Tatsunori Hashimoto,Stanford
NIPS,2018,A Retrieve-and-Edit Framework for Predicting Structured Outputs,Kelvin Guu,Google
NIPS,2018,A Retrieve-and-Edit Framework for Predicting Structured Outputs,Yonatan Oren,Stanford
NIPS,2018,A Retrieve-and-Edit Framework for Predicting Structured Outputs,Percy Liang,Stanford University
NIPS,2018,Learning and Testing Causal Models with Interventions,Jayadev Acharya,Cornell University
NIPS,2018,Learning and Testing Causal Models with Interventions,Arnab Bhattacharyya,National University of Singapore & Indian Institute of Science
NIPS,2018,Learning and Testing Causal Models with Interventions,Constantinos  Daskalakis,MIT
NIPS,2018,Learning and Testing Causal Models with Interventions,Saravanan Kandasamy,Tata Institute of Fundamental Research
NIPS,2018,Identification and Estimation of Causal Effects from Dependent Data,Eli Sherman,Johns Hopkins University
NIPS,2018,Identification and Estimation of Causal Effects from Dependent Data,Ilya Shpitser,Johns Hopkins University
NIPS,2018,Learning Compressed Transforms with Low Displacement Rank,Anna Thomas,Stanford
NIPS,2018,Learning Compressed Transforms with Low Displacement Rank,Albert Gu,Stanford
NIPS,2018,Learning Compressed Transforms with Low Displacement Rank,Tri Dao,Stanford University
NIPS,2018,Learning Compressed Transforms with Low Displacement Rank,Atri Rudra,"University at Buffalo, SUNY"
NIPS,2018,Learning Compressed Transforms with Low Displacement Rank,Chris Ré,Stanford
NIPS,2018,Data Amplification: A Unified and Competitive Approach to Property Estimation,Yi HAO,"University of California, San Diego"
NIPS,2018,Data Amplification: A Unified and Competitive Approach to Property Estimation,Alon Orlitsky,"University of California, San Diego"
NIPS,2018,Data Amplification: A Unified and Competitive Approach to Property Estimation,Ananda Theertha Suresh,Google
NIPS,2018,Data Amplification: A Unified and Competitive Approach to Property Estimation,Yihong Wu,Yale University
NIPS,2018,A flexible neural representation for physics prediction,Damian Mrowca,Stanford University
NIPS,2018,A flexible neural representation for physics prediction,Chengxu Zhuang,Stanford University
NIPS,2018,A flexible neural representation for physics prediction,Elias Wang,Stanford University
NIPS,2018,A flexible neural representation for physics prediction,Nick Haber,Stanford University
NIPS,2018,A flexible neural representation for physics prediction,Li Fei-Fei,Stanford University & Google
NIPS,2018,A flexible neural representation for physics prediction,Josh Tenenbaum,MIT
NIPS,2018,A flexible neural representation for physics prediction,Daniel Yamins,Stanford University
NIPS,2018,Approximate Knowledge Compilation by Online Collapsed Importance Sampling,Tal Friedman,UCLA
NIPS,2018,Approximate Knowledge Compilation by Online Collapsed Importance Sampling,Guy Van den Broeck,UCLA
NIPS,2018,Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization,Bruno Korbar,Dartmouth Collegue
NIPS,2018,Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization,Du Tran,Facebook
NIPS,2018,Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization,Lorenzo Torresani,Dartmouth/Facebook
NIPS,2018,Adversarial Scene Editing: Automatic Object Removal from Weak Supervision,Rakshith R Shetty,Max Planck Institute for Informatics
NIPS,2018,Adversarial Scene Editing: Automatic Object Removal from Weak Supervision,Mario Fritz,CISPA Helmholtz Center i.G.
NIPS,2018,Adversarial Scene Editing: Automatic Object Removal from Weak Supervision,Bernt Schiele,Max Planck Institute for Informatics
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Abdullah Rashwan,University of Waterloo
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Agastya Kalra,University of Waterloo
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Pascal Poupart,University of Waterloo & RBC Borealis AI
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Prashant Doshi,University of Georgia
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,George Trimponias,"Huawei Technologies Co., Ltd."
NIPS,2018,Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Wei-Shou Hsu,University of Waterloo
NIPS,2018,CatBoost: unbiased boosting with categorical features,Liudmila Prokhorenkova,Yandex
NIPS,2018,CatBoost: unbiased boosting with categorical features,Gleb Gusev,Yandex LLC
NIPS,2018,CatBoost: unbiased boosting with categorical features,Aleksandr Vorobev,Yandex LLC
NIPS,2018,CatBoost: unbiased boosting with categorical features,Anna Veronika Dorogush,Yandex
NIPS,2018,CatBoost: unbiased boosting with categorical features,Andrey Gulin,Yandex
NIPS,2018,ResNet with one-neuron hidden layers is a Universal Approximator,Hongzhou Lin,MIT
NIPS,2018,ResNet with one-neuron hidden layers is a Universal Approximator,Stefanie Jegelka,MIT
NIPS,2018,Reparameterization Gradient for Non-differentiable Models,Wonyeol Lee,KAIST
NIPS,2018,Reparameterization Gradient for Non-differentiable Models,Hangyeol Yu,KAIST
NIPS,2018,Reparameterization Gradient for Non-differentiable Models,Hongseok Yang,KAIST
NIPS,2018,Meta-Reinforcement Learning of Structured Exploration Strategies,Abhishek Gupta,"University of California, Berkeley"
NIPS,2018,Meta-Reinforcement Learning of Structured Exploration Strategies,Russell Mendonca,UC Berkeley
NIPS,2018,Meta-Reinforcement Learning of Structured Exploration Strategies,YuXuan Liu,UC Berkeley
NIPS,2018,Meta-Reinforcement Learning of Structured Exploration Strategies,Pieter Abbeel,UC Berkeley | Gradescope | Covariant
NIPS,2018,Meta-Reinforcement Learning of Structured Exploration Strategies,Sergey Levine,UC Berkeley
NIPS,2018,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach,Wenbo Guo,Pennsylvania State University
NIPS,2018,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach,Sui Huang,Netflix
NIPS,2018,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach,Yunzhe Tao,Columbia University
NIPS,2018,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach,Xinyu (X.Y.) Xing,Penn State University
NIPS,2018,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach,Lin Lin,The Pennsylvania State University
NIPS,2018,Expanding Holographic Embeddings for Knowledge Completion,Yexiang Xue,Purdue University
NIPS,2018,Expanding Holographic Embeddings for Knowledge Completion,Yang Yuan,Cornell University
NIPS,2018,Expanding Holographic Embeddings for Knowledge Completion,Zhitian Xu,Shanghai Jiaotong University
NIPS,2018,Expanding Holographic Embeddings for Knowledge Completion,Ashish Sabharwal,Allen Institute for AI
NIPS,2018,Probabilistic Neural Programmed Networks for Scene Generation,Zhiwei Deng,Simon Fraser University
NIPS,2018,Probabilistic Neural Programmed Networks for Scene Generation,Jiacheng Chen,Simon Fraser University
NIPS,2018,Probabilistic Neural Programmed Networks for Scene Generation,YIFANG FU,Simon Fraser University
NIPS,2018,Probabilistic Neural Programmed Networks for Scene Generation,Greg Mori,Borealis AI
NIPS,2018,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization,Dongruo Zhou,UCLA
NIPS,2018,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization,Pan Xu,UCLA
NIPS,2018,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization,Quanquan Gu,UCLA
NIPS,2018,Inferring Networks From Random Walk-Based Node Similarities,Jeremy Hoskins,Yale University
NIPS,2018,Inferring Networks From Random Walk-Based Node Similarities,Cameron Musco,Massachusetts Institute of Technology
NIPS,2018,Inferring Networks From Random Walk-Based Node Similarities,Christopher Musco,Mass. Institute of Technology
NIPS,2018,Inferring Networks From Random Walk-Based Node Similarities,Babis Tsourakakis,Boston University
NIPS,2018,Tight Bounds for Collaborative PAC Learning via Multiplicative Weights,Jiecao Chen,Indiana University Bloomington
NIPS,2018,Tight Bounds for Collaborative PAC Learning via Multiplicative Weights,Qin Zhang,Indiana University Bloomington
NIPS,2018,Tight Bounds for Collaborative PAC Learning via Multiplicative Weights,Yuan Zhou,Indiana University Bloomington
NIPS,2018,Step Size Matters in Deep Learning,Kamil Nar,"University of California, Berkeley"
NIPS,2018,Step Size Matters in Deep Learning,Shankar Sastry,"Department of EECS, UC Berkeley"
NIPS,2018,Learning to Optimize Tensor Programs,Tianqi Chen,University of Washington
NIPS,2018,Learning to Optimize Tensor Programs,Lianmin Zheng,Shanghai Jiaotong University
NIPS,2018,Learning to Optimize Tensor Programs,Eddie Yan,university of washington
NIPS,2018,Learning to Optimize Tensor Programs,Ziheng Jiang,Fudan University
NIPS,2018,Learning to Optimize Tensor Programs,Thierry Moreau,university of washington
NIPS,2018,Learning to Optimize Tensor Programs,Luis Ceze,University of Washington
NIPS,2018,Learning to Optimize Tensor Programs,Carlos Guestrin,University of Washington
NIPS,2018,Learning to Optimize Tensor Programs,Arvind Krishnamurthy,University of Washington
NIPS,2018,Training deep learning based denoisers without ground truth data,Shakarim Soltanayev,Ulsan National Institute of Science and Technology
NIPS,2018,Training deep learning based denoisers without ground truth data,Se Young Chun,UNIST
NIPS,2018,Learning latent variable structured prediction models with Gaussian perturbations,Kevin Bello,Purdue University
NIPS,2018,Learning latent variable structured prediction models with Gaussian perturbations,Jean Honorio,Purdue University
NIPS,2018,Efficiency of adaptive importance sampling,François Portier,Télécom ParisTech
NIPS,2018,Efficiency of adaptive importance sampling,Bernard Delyon,University of Rennes 1
NIPS,2018,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,Pan Xu,UCLA
NIPS,2018,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,Jinghui Chen,University of Virginia
NIPS,2018,Global Convergence of Langevin Dynamics Based Algorithms for Nonconvex Optimization,Difan Zou,"University of California, Los Angeles"
